"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","bio","district_number","chamber","session_id","termination_date","member_id","leg_party_loyalty","leg_party_independence","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_n_votes_missing","setting_party_loyalty","rank_independent_all","rank_independent_R","rank_independent_D","rank_partisan_leg_R","rank_partisan_leg_D"
15621,"kjywwo60",9,"D","Jared Moskowitz","Jared","Evan","Moskowitz","","",11029428,138155,"",388562,"http://ballotpedia.org/Jared_Moskowitz",NA,NA,97,"House",1469,NA,NA,0.801020408163265,0.00841009211053264,392,314,1867,78,216,21,1,0,"partisan_cross",110,NA,84,NA,103
15622,"1jfh92hy",9,"R","Cary Pigman","Cary","","Pigman","","",121340,138169,"",425428,"http://ballotpedia.org/Cary_Pigman",NA,NA,55,"House",1709,NA,NA,0.974264705882353,0.0124727159338946,544,530,2490,14,133,40,0,0,"partisan_cross",79,13,NA,146,NA
15623,"vv4gl08a",9,"D","Ricardo Rangel","Ricardo","","Rangel","","",11029355,138174,"",387178,"http://ballotpedia.org/Ricardo_Rangel",NA,NA,43,"House",1110,NA,NA,0.895522388059702,0.0298329355608592,134,120,677,14,2,25,0,0,"partisan_cross",20,NA,17,NA,69
15711,"cnakhqr6",9,"R","Halsey Beshears","Halsey","W.","Beshears","","",13889277,138083,"",396582,"http://ballotpedia.org/Halsey_Beshears",NA,NA,7,"House",1469,NA,NA,0.937354988399072,0.00961153384060873,431,404,2008,27,34,24,0,0,"partisan_cross",94,19,NA,209,NA
15712,"hzauq295",9,"R","Neil Combee","Neil","","Combee","","",838602,138096,"",388125,"http://ballotpedia.org/Neil_Combee",NA,NA,39,"House",1469,NA,NA,0.968115942028986,0.0174363807728558,345,334,1687,11,53,37,0,0,"partisan_cross",58,9,NA,170,NA
15730,"6q3smhaa",9,"R","MaryLynn Magar","MaryLynn","","Magar","","ML",11029412,138145,"",388521,"http://ballotpedia.org/MaryLynn_Magar",NA,NA,82,"House",1709,NA,NA,0.985585585585586,0.000935453695042095,555,547,2582,8,67,3,0,0,"partisan_cross",305,178,NA,99,NA
15732,"pyij93uk",9,"D","Michael Clelland","Michael","Philip","Clelland","","Mike",154482,138095,"",387197,"http://ballotpedia.org/Mike_Clelland",NA,NA,29,"House",1110,NA,NA,0.689393939393939,0.00238663484486874,132,91,697,41,7,2,0,0,"partisan_cross",254,NA,126,NA,118
15741,"5mf8p84h",9,"D","Karen Castor Dentel","Karen","","Castor Dentel","","",11029329,139303,"",425559,"http://ballotpedia.org/Karen_Castor_Dentel",NA,NA,30,"House",1110,NA,NA,0.9375,0.0214797136038186,128,120,637,8,55,18,0,0,"partisan_cross",41,NA,35,NA,41
15742,"gjuwzi3n",9,"R","Dane Eagle","Dane","","Eagle","","",11029404,138111,"",388497,"http://ballotpedia.org/Dane_Eagle",NA,NA,77,"House",1709,NA,NA,0.992727272727273,0.00654817586529467,550,546,2589,4,47,21,0,0,"partisan_cross",137,37,NA,66,NA
15750,"w6e5nzd4",9,"R","Daniel Raulerson","Daniel","D.","Raulerson","","Dan",2380188,72554,"",388122,"http://ballotpedia.org/Dan_Raulerson",NA,NA,58,"House",1461,NA,NA,0.954692556634304,0.00332857822158821,309,295,1656,14,131,7,0,0,"partisan_cross",214,90,NA,195,NA
15751,"z7h7mgx0",9,"R","David Santiago","David","","Santiago","","",11029324,138185,"",425551,"http://ballotpedia.org/David_Santiago",NA,NA,27,"House",1709,NA,NA,0.956521739130435,0.00436545057686311,552,528,2551,24,90,14,0,0,"partisan_cross",180,67,NA,193,NA
15752,"n9zv5x6o",9,"R","Charlie Stone","Charlie","","Stone","","",11029316,81348,"",425682,"http://ballotpedia.org/Charlie_Stone",NA,NA,22,"House",1709,NA,NA,0.960644007155635,0.00873090115372622,559,537,2579,22,41,28,0,0,"partisan_cross",104,24,NA,184,NA
15855,"zx77ori7",9,"R","Mike LaRosa","Mike","","LaRosa","","",15694011,143695,"",439931,"http://ballotpedia.org/Mike_La_Rosa",NA,NA,42,"House",1709,NA,NA,0.984042553191489,0.00249454318677892,564,555,2617,9,18,8,0,0,"partisan_cross",251,126,NA,107,NA
15897,"qdts51yr",9,"R","Kathleen Peters","Kathleen","Mick","Peters","","",11029393,138167,"",425578,"http://ballotpedia.org/Kathleen_Peters",NA,NA,69,"House",1469,NA,NA,0.8875,0.0040048057669203,400,355,1944,45,143,10,0,0,"partisan_cross",198,80,NA,224,NA
15947,"lxcwwsqv",9,"D","Bruce Antone","Bruce","","Antone","","",1532328,53877,"",200765,"http://ballotpedia.org/Bruce_Antone","","850-717-5041",41,"House",2220,NA,4269,0.887133182844244,0.00951541850220264,886,786,4257,100,465,54,13,0,"partisan_cross",95,NA,76,NA,78
15958,"006q9wfk",9,"D","David Richardson","David","","Richardson","","",13889102,142197,"",425659,"http://ballotpedia.org/David_Richardson_(Florida)",NA,NA,113,"House",1469,NA,NA,0.892156862745098,0.013616339607529,408,364,1908,44,146,34,1,0,"partisan_cross",72,NA,61,NA,74
15969,"9mfwe7gy",9,"D","Carl Zimmerman","Carl","F.","Zimmerman","","Z",12998706,67835,"",268975,"http://ballotpedia.org/Carl_Zimmermann",NA,NA,65,"House",1110,NA,NA,0.798449612403101,0.0238663484486874,129,103,660,26,29,20,0,0,"partisan_cross",33,NA,27,NA,104
16027,"dvkmsxgf",9,"D","Clovis Watson","Clovis","","Watson","Jr.","",191333,138203,"",386958,"http://ballotpedia.org/Clovis_Watson_Jr.",NA,NA,20,"House",1709,NA,NA,0.936210131332083,0.0218272528843156,533,499,2420,34,182,70,2,0,"partisan_cross",40,NA,34,NA,44
16081,"hh3bov31",9,"D","Amanda Murphy","Amanda","Hickman","Murphy","","",713359,145188,"",473466,"http://ballotpedia.org/Amanda_Hickman_Murphy",NA,NA,36,"House",1179,NA,NA,0.844221105527638,0.0115036976170912,199,168,996,31,8,14,0,0,"partisan_cross",83,NA,70,NA,94
16082,"598za1bw",9,"R","Walter Hill","Walter","Byran","Hill","","Mike",569817,144498,"",464805,"http://ballotpedia.org/Mike_Hill_(Florida)",NA,NA,1,"House",1709,NA,NA,0.966767371601209,0.0176440062272963,331,320,1542,11,20,34,0,0,"partisan_cross",56,8,NA,176,NA
16266,"2zmzw11l",9,"D","Joe Saunders","Joe","","Saunders","","",11029369,138186,"",425425,"http://ballotpedia.org/Joe_Saunders",NA,NA,49,"House",1046,NA,NA,0.892857142857143,0.0465686274509804,56,50,298,6,35,19,0,0,"partisan_cross",8,NA,5,NA,73
16312,"syhklg6f",9,"D","Edwin Narain","Edwin","Ed","Narain","","",25004888,149470,"",484658,"http://ballotpedia.org/Edwin_Narain",NA,NA,61,"House",1179,NA,NA,0.914529914529915,0.00988875154511743,117,107,556,10,128,8,0,0,"partisan_cross",93,NA,75,NA,58
16333,"mkry064n",9,"D","Kristin Jacobs","Kristin","","Jacobs","","",1886082,81398,"",424907,"http://ballotpedia.org/Kristin_Jacobs",NA,NA,96,"House",1709,NA,NA,0.883720930232558,0.0164626424651752,301,266,1291,35,736,39,2,0,"partisan_cross",60,NA,51,NA,81
16348,"8eu96xt7",9,"R","Chris Latvala","Chris","","Latvala","","",25004984,149454,"",251117,"http://ballotpedia.org/Christopher_Latvala","",NA,67,"House",1980,NA,NA,0.928134556574923,0.00282565696524442,654,607,2803,47,72,10,0,0,"partisan_cross",226,102,NA,215,NA
16358,"g3whaa55",9,"D","John Cortes","John","","Cortes","","",39735,138097,"",396594,"http://ballotpedia.org/John_Cortes",NA,NA,43,"House",1709,NA,NA,0.976798143851508,0.031236808780076,431,421,1838,10,24,74,2,0,"partisan_cross",18,NA,15,NA,8
16359,"exex7qjw",9,"R","Robert Cortes","Robert","","Cortes","","Bob",25004963,149404,"",484615,"http://ballotpedia.org/Bob_Cortes",NA,NA,30,"House",1469,NA,NA,0.973333333333333,0.000602772754671489,300,292,1315,8,43,1,0,0,"partisan_cross",329,202,NA,151,NA
16379,"9cajgzji",9,"R","Rene Plasencia","Rene","","Plasencia","","Coach P",11029368,138170,"",396590,"http://ballotpedia.org/Rene_Plasencia",NA,NA,50,"House",1917,NA,NA,0.896296296296296,0.0014278914802475,540,484,2783,56,872,6,1,0,"partisan_cross",289,162,NA,223,NA
16444,"b1fhsadq",9,"R","Chris Sprowls","Chris","","Sprowls","","",25005008,149746,"",396592,"http://ballotpedia.org/Chris_Sprowls","",NA,65,"House",1980,NA,NA,0.98371335504886,0.00186393289841566,614,604,2571,10,28,6,0,0,"partisan_cross",276,149,NA,109,NA
16832,"3bbh6zjs",9,"R","Julian Fant","Julian","","Fant","III","Jay",748784,149715,"",484609,"http://ballotpedia.org/Jay_Fant",NA,NA,15,"House",1469,NA,NA,0.940350877192982,0.0253164556962025,285,268,1252,17,80,42,0,0,"partisan_cross",29,4,NA,207,NA
17175,"wd2ci0dh",9,"R","Mike Miller","Mike","","Miller","","",25004989,66161,"",496253,"http://ballotpedia.org/Mike_Miller_(Florida)",NA,NA,47,"House",1469,NA,NA,0.936619718309859,0.0054249547920434,284,266,1337,18,29,9,0,0,"partisan_cross",158,52,NA,210,NA
17177,"a2spgkpy",9,"D","Bobby Dubose","Bobby","","Dubose","","",25004868,112537,"",484721,"http://ballotpedia.org/Bobby_DuBose",NA,NA,94,"House",1917,NA,NA,0.935613682092555,0.0126537785588752,497,465,2089,32,221,36,2,0,"partisan_cross",77,NA,65,NA,45
17178,"jnw6rtac",9,"D","Joseph Geller","Joseph","S.","Geller","","Joe",172251,53856,"",484730,"http://ballotpedia.org/Joseph_S._Geller","",NA,100,"House",1980,NA,NA,0.930708661417323,0.0303819444444444,635,591,2651,44,60,105,5,0,"partisan_cross",19,NA,16,NA,48
17179,"ngzallv0",9,"R","Jennifer Sullivan","Jennifer","","Sullivan","","",25005014,149494,"",484619,"http://ballotpedia.org/Jennifer_Sullivan",NA,NA,31,"House",1709,NA,NA,0.990476190476191,0.00928661882650908,420,416,1865,4,62,22,0,0,"partisan_cross",97,20,NA,75,NA
17681,"1seu6i81",9,"R","Julio Gonzalez","Julio","","Gonzalez","","",129867,149430,"",484688,"http://ballotpedia.org/Julio_Gonzalez",NA,NA,74,"House",1469,NA,NA,0.959731543624161,0.0108499095840868,298,286,1329,12,14,18,0,0,"partisan_cross",85,14,NA,185,NA
17686,"dkqf03rv",9,"R","Paul Renner","Paul","","Renner","","",92577,149478,"",484610,"http://ballotpedia.org/Paul_M._Renner","",NA,19,"House",2105,NA,NA,0.989962358845671,0.000480653689017063,797,789,3315,8,47,2,0,0,"partisan_cross",335,208,NA,79,NA
17687,"5r7az9zc",9,"R","Cyndi Stevenson","Cyndi","","Stevenson","","",372950,81663,"",533046,"http://ballotpedia.org/Cyndi_Stevenson","",NA,18,"House",2105,NA,NA,0.967661691542289,0.00297514875743787,804,778,4221,26,672,17,0,0,"partisan_cross",222,98,NA,173,NA
18004,"6wly4vjy",9,"R","Jason Fischer","Jason","","Fischer","","",65262,172837,"",571647,"http://ballotpedia.org/Jason_Fischer","",NA,16,"House",1980,NA,NA,0.990138067061144,0.00675904021628929,507,502,2174,5,258,20,0,0,"partisan_cross",133,35,NA,76,NA
18022,"tl4etw75",9,"R","Frank White","Frank","","White","","",144260,172768,"",578953,"http://ballotpedia.org/Frank_White_(Florida)",NA,NA,2,"House",1469,NA,NA,0.993710691823899,0.00235294117647059,159,158,685,1,4,2,0,0,"partisan_cross",255,129,NA,60,NA
18024,"xa8ucve7",9,"D","Nicholas Duran","Nicholas","Xavier","Duran","","Nick",40752172,172827,"",578968,"http://ballotpedia.org/Nick_Duran","",NA,112,"House",1980,NA,NA,0.755656108597285,0.00506649778340722,442,334,2375,108,323,16,2,0,"partisan_cross",166,NA,110,NA,116
18099,"8ruq5uxk",9,"R","Don Hahnfeldt","Don","","Hahnfeldt","","",128973,172869,"",571717,"http://ballotpedia.org/Don_Hahnfeldt",NA,NA,33,"House",1469,NA,NA,0.887323943661972,0.00631578947368421,71,63,381,8,20,3,0,0,"partisan_cross",144,42,NA,225,NA
18103,"joth5bou",9,"D","Daisy Baez","Daisy","J.","Baez","","",25004855,149390,"",484759,"http://ballotpedia.org/Daisy_Baez",NA,NA,114,"House",1469,NA,NA,0.91044776119403,0.0126315789473684,67,61,355,6,47,6,0,0,"partisan_cross",78,NA,66,NA,61
18106,"4xdrrz84",9,"R","Alexandra Miller","Alexandra","Alex","Miller","","",18318176,107980,"",575845,"http://ballotpedia.org/Alexandra_Miller",NA,NA,72,"House",1469,NA,NA,1,0.00421052631578947,69,69,376,0,28,2,0,0,"partisan_cross",192,77,NA,19,NA
18107,"9y51mb0v",9,"D","Barrington Russell","Barrington","A.","Russell","","Barry",612851,17339,"",571832,"http://ballotpedia.org/Barrington_A._Russell",NA,NA,95,"House",1469,NA,NA,0.816993464052288,0.00941176470588235,153,125,641,28,47,8,1,0,"partisan_cross",96,NA,77,NA,101
18108,"5py0qhgo",9,"D","Matt Willhite","Matt","","Willhite","","",12569393,72684,"",571820,"http://ballotpedia.org/Matt_Willhite","",NA,86,"House",1980,NA,NA,0.678068410462777,0.00792830058600483,497,337,2294,160,82,23,5,0,"partisan_cross",117,NA,87,NA,121
18109,"yls4wfdy",9,"R","Byron Donalds","Byron","","Donalds","","",17657863,137655,"",391126,"http://ballotpedia.org/Byron_Donalds",NA,NA,80,"House",1709,NA,NA,0.992805755395683,0.00192307692307692,278,276,1225,2,54,3,0,0,"partisan_cross",274,147,NA,64,NA
18244,"l9elbvmd",9,"R","Amber Mariano","Amber","","Mariano","","",40759425,172899,"",575817,"http://ballotpedia.org/Amber_Mariano","",NA,36,"House",1980,NA,NA,0.996146435452794,0.00176991150442478,519,517,2221,2,80,5,0,0,"partisan_cross",277,150,NA,36,NA
18438,"09opclpx",9,"R","Cord Byrd","Cord","","Byrd","","",11029301,138091,"",425535,"http://ballotpedia.org/Cord_Byrd","",NA,11,"House",1976,NA,NA,0.99063670411985,0.00338983050847458,534,529,2339,5,67,10,0,0,"partisan_cross",212,88,NA,73,NA
18439,"37apy62g",9,"D","Sean Shaw","Sean","","Shaw","","",28439,107636,"",484656,"http://ballotpedia.org/Sean_Shaw",NA,NA,61,"House",1469,NA,NA,0.918238993710692,0.0294117647058824,159,146,645,13,20,25,1,0,"partisan_cross",21,NA,18,NA,53
18621,"bn2vqkh1",9,"R","Michael Grant","Michael","L.","Grant","","",838003,31276,"",227020,"http://ballotpedia.org/Michael_Grant","",NA,75,"House",2105,NA,NA,0.995620437956204,0.00102092904543134,685,682,3039,3,190,4,0,0,"partisan_cross",300,173,NA,40,NA
18627,"923wu1oz",9,"D","Kamia Brown","Kamia","L.","Brown","","",40749081,172885,"",233207,"http://ballotpedia.org/Kamia_Brown","",NA,45,"House",1980,NA,NA,0.959432048681542,0.0261875761266748,493,473,2593,20,103,86,9,0,"partisan_cross",27,NA,24,NA,26
18668,"e18yj1xp",9,"R","Sam Killebrew","Sam","H.","Killebrew","","",75473,172881,"",571735,"http://ballotpedia.org/Sam_Killebrew","",NA,48,"House",2105,NA,NA,0.916782246879334,0.00638977635782748,721,661,3194,60,128,26,0,0,"partisan_cross",143,41,NA,218,NA
18797,"jpk7p8yq",9,"D","David Silvers","David","","Silvers","","",24859134,149488,"",484716,"http://ballotpedia.org/David_Silvers","",NA,89,"House",2105,NA,NA,0.805022156573117,0.00368124729320052,677,545,3599,132,313,17,12,0,"partisan_cross",208,NA,123,NA,102
18798,"3pf24own",9,"R","Jayer Williamson","Jayer","","Williamson","","",11029291,138211,"",396581,"http://ballotpedia.org/Jayer_Williamson","",NA,3,"House",1980,NA,NA,0.993775933609959,0.00378429517502365,482,479,2588,3,89,12,0,0,"partisan_cross",206,85,NA,56,NA
18934,"0ati17l0",9,"R","Bobby Payne","Bobby","","Payne","","",41676705,172843,"",571664,"http://ballotpedia.org/Bobby_Payne_(Florida)","",NA,20,"House",2105,NA,NA,0.996005326231691,0.00124595066035385,751,748,3222,3,35,5,0,0,"partisan_cross",296,169,NA,37,NA
18944,"b3wi7sej",9,"R","Bob Rommel","Bob","","Rommel","","",41676883,172794,"",571836,"http://ballotpedia.org/Bob_Rommel","",NA,81,"House",2105,NA,NA,0.997233748271093,0.00730411686586985,723,721,3576,2,185,33,1,0,"partisan_cross",125,33,NA,29,NA
18949,"7bnrkwlt",9,"R","Mel Ponder","Mel","","Ponder","","",40762888,172777,"",571567,"http://ballotpedia.org/Mel_Ponder",NA,NA,4,"House",1709,NA,NA,0.961937716262976,0.00384615384615385,289,278,1205,11,60,6,0,0,"partisan_cross",204,84,NA,182,NA
18984,"9iimpxhl",9,"D","Ramon Alexander","Ramon","","Alexander","","",25901274,172786,"",484531,"http://ballotpedia.org/Ramon_Alexander","",NA,8,"House",1980,NA,NA,0.908918406072106,0.0136936936936937,527,479,2126,48,78,38,6,0,"partisan_cross",71,NA,60,NA,62
18985,"5xk96af0",9,"D","Patricia Hawkins-Williams","Patricia","","Hawkins-Williams","","",41676862,172765,"",571826,"http://ballotpedia.org/Patricia_Hawkins-Williams","",NA,98,"House",2105,NA,NA,0.952592592592593,0.0179568066003397,675,643,3115,32,249,74,8,0,"partisan_cross",54,NA,47,NA,30
19037,"bbztrlc7",9,"R","Chuck Clemons","Charles","Wesley","Clemons","Sr.","Chuck",41676711,172848,"",571673,"http://ballotpedia.org/Chuck_Clemons","",NA,22,"House",2105,NA,NA,0.974137931034483,0.00335045789591244,696,678,3607,18,159,15,0,0,"partisan_cross",213,89,NA,147,NA
19040,"nmr2ssdx",9,"D","Kimberly Daniels","Kimberly","","Daniels","","",40751169,172823,"",571637,"http://ballotpedia.org/Kimberly_Daniels_(Florida)","","850-717-5014",14,"House",2220,NA,4652,0.5390625,0.00218924835806373,512,276,2779,236,789,9,22,0,"partisan_cross",259,NA,127,NA,125
19067,"kqebox05",9,"D","Roy Hardemon","Roy","","Hardemon","","",926829,17328,"",575867,"http://ballotpedia.org/Roy_Hardemon",NA,NA,108,"House",1469,NA,NA,0.792207792207792,0.0188235294117647,154,122,653,32,26,16,1,0,"partisan_cross",48,NA,41,NA,105
19068,"1lo03jw5",9,"R","Rick Roth","Rick","","Roth","","",41676849,172666,"",564090,"http://ballotpedia.org/Rick_Roth","",NA,94,"House",2105,NA,NA,0.977660972404731,0.00273117440499415,761,744,3984,17,367,14,0,0,"partisan_cross",235,110,NA,133,NA
19071,"uqmtbgn5",9,"D","Robert Asencio","Robert","","Asencio","","",40747156,172775,"",571850,"http://ballotpedia.org/Robert_Asencio",NA,NA,118,"House",1469,NA,NA,0.923076923076923,0.02,156,144,662,12,14,17,1,0,"partisan_cross",43,NA,37,NA,51
19100,"ebduglud",9,"D","Ben Diamond","Ben","","Diamond","","",25060259,172935,"",581787,"http://ballotpedia.org/Ben_Diamond","",NA,68,"House",1980,NA,NA,0.946691176470588,0.0224640224640225,544,515,2133,29,101,64,7,0,"partisan_cross",38,NA,32,NA,34
19101,"0wq7e7fn",9,"D","Wengay Newton","Wengay","M.","Newton","Sr.","Newt",6493381,72638,"",571812,"http://ballotpedia.org/Wengay_Newton",NA,NA,70,"House",1709,NA,NA,0.764912280701754,0.0108974358974359,285,218,1243,67,13,17,2,0,"partisan_cross",84,NA,71,NA,115
19120,"wx5wofhg",9,"D","Patrick Henry","Jason","Patrick","Henry","","",11029344,138129,"",571694,"http://ballotpedia.org/Patrick_Henry_(Florida)",NA,NA,26,"House",1469,NA,NA,0.911949685534591,0.0129411764705882,159,145,674,14,5,11,1,0,"partisan_cross",76,NA,64,NA,60
19121,"36q1496t",9,"D","Al Jacquet","Al","","Jacquet","","",41676859,142557,"",285417,"http://ballotpedia.org/Al_Jacquet",NA,NA,88,"House",1709,NA,NA,0.889328063241107,0.0237179487179487,253,225,1028,28,240,37,2,0,"partisan_cross",34,NA,28,NA,76
19122,"l91ff8pe",9,"D","Amy Mercado","Amy","","Mercado","","",326481,117182,"",291063,"http://ballotpedia.org/Amy_Mercado",NA,NA,48,"House",1709,NA,NA,0.96551724137931,0.0224358974358974,261,252,1017,9,245,35,2,0,"partisan_cross",39,NA,33,NA,24
19123,"nwuc40mq",9,"R","Jackie Toledo","Jackie","","Toledo","","",1100948,172924,"",571807,"http://ballotpedia.org/Jackie_Toledo","",NA,60,"House",1980,NA,NA,0.973180076628352,0.00229734164752215,522,508,2360,14,156,7,2,0,"partisan_cross",256,130,NA,152,NA
19426,"1n26wu92",9,"R","Daniel Perez","Daniel","","Perez","","",43850320,176476,"",638466,"http://ballotpedia.org/Daniel_Anthony_Perez","","850-717-5000",116,"House",2220,NA,4690,0.997402597402597,0.000505689001264222,770,768,3064,2,119,2,0,0,"partisan_cross",334,207,NA,28,NA
19428,"4j0n6o5i",9,"R","Robert Olszewski","Robert","","Olszewski","","Bobby O",43850238,142661,"",640051,"http://ballotpedia.org/Bobby_Olszewski",NA,NA,44,"House",1469,NA,NA,0.988636363636364,0.0050761421319797,88,87,304,1,0,2,0,0,"partisan_cross",165,56,NA,86,NA
19490,"0xmf4ufu",9,"R","Lawrence McClure","Lawrence","","McClure","","",43967912,176697,"",649162,"http://ballotpedia.org/Lawrence_McClure","","850-717-5068",68,"House",2220,NA,4686,0.996332518337408,0.000391542678151919,818,815,3832,3,456,2,0,0,"partisan_cross",339,212,NA,35,NA
19576,"r23ehzfp",9,"D","Margaret Good","Margaret","","Good","","",44113819,176800,"",655862,"http://ballotpedia.org/Margaret_Good",NA,NA,72,"House",1709,NA,NA,0.963157894736842,0.050796812749004,190,183,746,7,16,51,1,0,"partisan_cross",5,NA,2,NA,25
19698,"tvftvkha",9,"R","Tyler Sirois","Tyler","","Sirois","","",45388091,117237,"",293159,"http://ballotpedia.org/Tyler_Sirois","","850-717-5031",31,"House",2220,NA,4748,0.985824742268041,0.00267159884915742,776,765,3732,11,345,13,0,0,"partisan_cross",236,111,NA,98,NA
19701,"7b7vdjb1",9,"D","Anna Eskamani","Anna","V.","Eskamani","","",45388083,184399,"",652465,"http://ballotpedia.org/Anna_Eskamani","","850-717-5042",42,"House",2220,NA,4746,0.968197879858657,0.0425531914893617,849,822,3510,27,27,196,24,0,"partisan_cross",13,NA,10,NA,20
19703,"qge9y7kn",9,"R","Josie Tomkow","Josie","","Tomkow","","",44113816,177604,"",666020,"http://ballotpedia.org/Josie_Tomkow","","850-717-5051",51,"House",2220,NA,4704,0.998643147896879,0,737,736,3819,1,227,0,0,0,"partisan_cross",342,215,NA,20,NA
19729,"r4vp00s2",9,"R","Elizabeth Fetterhoff","Elizabeth","","Fetterhoff","","",45388054,184344,"",452657,"http://ballotpedia.org/Elizabeth_Fetterhoff","",NA,26,"House",1980,NA,NA,1,0,388,388,1698,0,74,0,0,0,"partisan_cross",348,221,NA,3,NA
19738,"4qecge25",9,"R","Will Robinson","Will","","Robinson","","",42034326,184448,"",652533,"http://ballotpedia.org/Will_Robinson","","850-717-5071",71,"House",2220,NA,NA,0.982558139534884,0.00156586416128401,860,845,4167,15,74,8,0,0,"partisan_cross",285,158,NA,116,NA
19893,"64zdrm7l",9,"D","Michael Grieco","Michael","","Grieco","","",45388247,146223,"",669900,"http://ballotpedia.org/Michael_Grieco","",NA,113,"House",1980,NA,NA,0.79108635097493,0.00881834215167548,359,284,1709,75,170,20,10,0,"partisan_cross",103,NA,80,NA,107
19912,"p35wor51",9,"R","Chuck Brannan","Robert","Charles","Brannan","III","Chuck",406477,184319,"",652234,"http://ballotpedia.org/Chuck_Brannan","","850-717-5010",10,"House",2220,NA,NA,0.995180722891566,0.000562429696287964,830,826,4213,4,288,3,0,0,"partisan_cross",332,205,NA,46,NA
19919,"ipmgr1sc",9,"R","Alex Andrade","Robert","Alexander","Andrade","","Alex",45388020,184315,"",652228,"http://ballotpedia.org/Alex_Andrade","","850-717-5002",2,"House",2220,NA,4710,0.990502035278155,0.00254452926208651,737,730,3438,7,137,11,0,0,"partisan_cross",246,121,NA,74,NA
19925,"kant2znx",9,"R","Tommy Gregory","Tommy","","Gregory","","",42609340,184451,"",663132,"http://ballotpedia.org/Tommy_Gregory","",NA,72,"House",2105,NA,NA,0.993720565149137,0.00543945032922989,637,633,2783,4,53,19,1,0,"partisan_cross",157,51,NA,59,NA
19953,"5f7vs4vt",9,"R","Anthony Sabatini","Anthony","","Sabatini","","",45388065,184385,"",652439,"http://ballotpedia.org/Anthony_Sabatini","",NA,32,"House",1980,NA,NA,0.970198675496689,0.0951888256595965,302,293,1223,9,222,184,2,0,"partisan_cross",1,1,NA,163,NA
19955,"8qnvkdho",9,"D","Delores Hogan Johnson","Delores","","Hogan Johnson","","",45388156,184468,"",665222,"http://ballotpedia.org/Delores_Hogan_Johnson",NA,NA,84,"House",1709,NA,NA,0.8984375,0.0183098591549296,128,115,554,13,15,13,0,0,"partisan_cross",50,NA,43,NA,68
19957,"unal9ndp",9,"D","Adam Hattersley","Adam","","Hattersley","","",45388108,184417,"",663127,"http://ballotpedia.org/Adam_Hattersley",NA,NA,59,"House",1709,NA,NA,0.953488372093023,0.0154929577464789,129,123,567,6,2,11,1,0,"partisan_cross",65,NA,55,NA,29
19960,"jzbgfskr",9,"R","Susan Valdes","Susan","L.","Valdes","","",1474008,184422,"",669882,"http://ballotpedia.org/Susan_Valdes","","850-717-5064",64,"House",2220,NA,NA,0.920152091254753,0.0196554770318021,789,726,3424,63,220,89,6,0,"partisan_cross",44,7,NA,217,NA
20006,"ajyrzy6t",9,"D","Joseph Casello","Joseph","A.","Casello","","Joe",45388168,149312,"",652568,"http://ballotpedia.org/Joseph_Casello","","850-717-5090",90,"House",2212,NA,4750,0.780238500851789,0.00507982583454282,587,458,2895,129,611,21,20,0,"partisan_cross",164,NA,109,NA,112
20018,"b56kttms",9,"R","Spencer Roach","Spencer","","Roach","","",45388147,184458,"",663145,"http://ballotpedia.org/Spencer_Roach","",NA,76,"House",2105,NA,NA,0.9875,0.00399771559109081,640,632,2746,8,102,14,0,0,"partisan_cross",199,81,NA,95,NA
20022,"aogckk7t",9,"D","Javier Fernandez","Javier","","Fernandez","","",44113822,177606,"",666018,"http://ballotpedia.org/Javier_Fernandez",NA,NA,114,"House",1709,NA,NA,0.777777777777778,0.00845070422535211,126,98,516,28,62,6,0,0,"partisan_cross",107,NA,82,NA,113
20356,"u77np1mh",9,"D","Cindy Polo","Cindy","","Polo","","",45271000,184487,"",663184,"http://ballotpedia.org/Cindy_Polo",NA,NA,103,"House",1709,NA,NA,0.984375,0.0253521126760563,128,126,520,2,43,18,1,0,"partisan_cross",28,NA,25,NA,4
20357,"85uvd8yc",9,"R","Ardian Zika","Ardian","","Zika","","",490608,184395,"",652452,"http://ballotpedia.org/Ardian_Zika","",NA,37,"House",1980,NA,NA,0.991780821917808,0.00318616294947656,365,362,1799,3,26,7,0,0,"partisan_cross",217,93,NA,68,NA
20358,"ovuvhjdl",9,"D","Dotie Joseph","Dotie","","Joseph","","",45388194,184493,"",655607,"http://ballotpedia.org/Dotie_Joseph","","850-717-5108",108,"House",2220,NA,4716,0.970345963756178,0.0177589852008457,607,589,2826,18,1202,84,11,0,"partisan_cross",55,NA,48,NA,17
20417,"336ho6wl",9,"R","Mike Beltran","Mike","","Beltran","","",45388103,184413,"",670971,"http://ballotpedia.org/Mike_Beltran","",NA,70,"House",2105,NA,NA,0.958123953098827,0.00843268391974411,597,572,2737,25,75,29,1,0,"partisan_cross",108,26,NA,189,NA
