stateCode,year,nDistricts,planType,description,title,id,thumbnail,pendingCourtApproval,url
AK,2018,40,lower,Districts for the 2018 Lower State House,AK 2018 Lower State House,5ab284b5-6786-4494-b4b4-19c8dce4daec,401ebf8c-15e5-45dd-b8b4-0c7c290b59d7.png,NA,https://davesredistricting.org/maps#viewmap::5ab284b5-6786-4494-b4b4-19c8dce4daec
AK,2018,20,upper,Districts for the 2018 Upper State House,AK 2018 Upper State House,bdba735e-167f-4bb9-80e4-e27c2b294263,f1ca771c-99c5-4c1e-bbb0-a47102487f90.png,NA,https://davesredistricting.org/maps#viewmap::bdba735e-167f-4bb9-80e4-e27c2b294263
AK,2020,40,lower,AK 2020 State House,AK 2020 State House,221a3b4c-750b-4ff6-a3a9-34a1f5b77e9f,NA,NA,https://davesredistricting.org/maps#viewmap::221a3b4c-750b-4ff6-a3a9-34a1f5b77e9f
AK,2020,20,upper,AK 2020 State Senate,AK 2020 State Senate,4ab6f5a0-0c30-4fc4-9b2d-706e9026d87f,NA,NA,https://davesredistricting.org/maps#viewmap::4ab6f5a0-0c30-4fc4-9b2d-706e9026d87f
AK,2022,40,lower,AK 2022 State House,AK 2022 State House,00c40e22-b9d4-4be4-b83c-0fe653360f1c,NA,FALSE,https://davesredistricting.org/maps#viewmap::00c40e22-b9d4-4be4-b83c-0fe653360f1c
AK,2022,20,upper,AK 2022 State Senate,AK 2022 State Senate,bdb0da36-3ec9-42ab-8971-643d667dbf6b,NA,FALSE,https://davesredistricting.org/maps#viewmap::bdb0da36-3ec9-42ab-8971-643d667dbf6b
AL,115,7,congress,Districts for the 116th US Congress,AL 116th Congressional,a3df66fd-3cb8-4c76-ba40-04a804c80a20,14d34dc8-a4eb-46be-9add-62d291444b73.png,NA,https://davesredistricting.org/maps#viewmap::a3df66fd-3cb8-4c76-ba40-04a804c80a20
AL,116,7,congress,Districts for the 116th US Congress,AL 116th Congressional,a3df66fd-3cb8-4c76-ba40-04a804c80a20,14d34dc8-a4eb-46be-9add-62d291444b73.png,NA,https://davesredistricting.org/maps#viewmap::a3df66fd-3cb8-4c76-ba40-04a804c80a20
AL,2018,105,lower,Districts for the 2018 Lower State House,AL 2018 Lower State House,2f8b0500-89c0-4850-a322-6bbca01ef671,bb60f99c-5ec4-4df9-8bf0-cebcc3c839ea.png,NA,https://davesredistricting.org/maps#viewmap::2f8b0500-89c0-4850-a322-6bbca01ef671
AL,2018,35,upper,Districts for the 2018 Upper State House,AL 2018 Upper State House,dbd4c81b-34c4-4e41-8b1f-da634a6d9a6e,6372268f-f089-4fc9-9af9-2dfc9de973bf.png,NA,https://davesredistricting.org/maps#viewmap::dbd4c81b-34c4-4e41-8b1f-da634a6d9a6e
AL,2020,7,congress,AL 2020 Congressional,AL 2020 Congressional,f025ff76-e268-4033-971d-d7d755ea01bb,NA,NA,https://davesredistricting.org/maps#viewmap::f025ff76-e268-4033-971d-d7d755ea01bb
AL,2020,105,lower,AL 2020 State House,AL 2020 State House,344dad94-a85c-4a55-8961-39d88e8835d0,NA,NA,https://davesredistricting.org/maps#viewmap::344dad94-a85c-4a55-8961-39d88e8835d0
AL,2020,35,upper,AL 2020 State Senate,AL 2020 State Senate,d68ce671-e1a9-4806-9eac-ba7478189558,NA,NA,https://davesredistricting.org/maps#viewmap::d68ce671-e1a9-4806-9eac-ba7478189558
AL,2022,7,congress,AL 2022 Congressional,AL 2022 Congressional,b1cfc3f6-27df-498d-a147-0664d75fea88,NA,NA,https://davesredistricting.org/maps#viewmap::b1cfc3f6-27df-498d-a147-0664d75fea88
AL,2022,105,lower,AL 2022 State House,AL 2022 State House,642e8d2a-248c-4191-a88a-a6cdad508cdb,NA,NA,https://davesredistricting.org/maps#viewmap::642e8d2a-248c-4191-a88a-a6cdad508cdb
AL,2022,35,upper,AL 2022 State Senate,AL 2022 State Senate,b694ea80-20d6-45fb-a0e2-09ddaa2880d5,NA,NA,https://davesredistricting.org/maps#viewmap::b694ea80-20d6-45fb-a0e2-09ddaa2880d5
AL,2024,7,congress,AL 2024 Congressional,AL 2024 Congressional,e164e6f9-b758-4c9e-b6bb-332a1386c0cd,NA,NA,https://davesredistricting.org/maps#viewmap::e164e6f9-b758-4c9e-b6bb-332a1386c0cd
AR,115,4,congress,Districts for the 116th US Congress,AR 116th Congress,362b215a-ca8d-4796-b024-afb1b2144472,0373168a-2bd9-4f5c-b605-cc77da6b3942.png,NA,https://davesredistricting.org/maps#viewmap::362b215a-ca8d-4796-b024-afb1b2144472
AR,116,4,congress,Districts for the 116th US Congress,AR 116th Congress,362b215a-ca8d-4796-b024-afb1b2144472,0373168a-2bd9-4f5c-b605-cc77da6b3942.png,NA,https://davesredistricting.org/maps#viewmap::362b215a-ca8d-4796-b024-afb1b2144472
AR,2018,100,lower,Districts for the 2018 Lower State House,AR 2018 Lower State House,6a179e3d-0f5a-4d37-b22e-aedb1180891b,d740c29d-6089-4d5e-829e-3b592f5da886.png,NA,https://davesredistricting.org/maps#viewmap::6a179e3d-0f5a-4d37-b22e-aedb1180891b
AR,2018,35,upper,Districts for the 2018 Upper State House,AR 2018 Upper State House,23f3b195-d111-449c-afdc-1dab33556c20,56875461-3cef-415d-9eaa-2b9b0c1699c5.png,NA,https://davesredistricting.org/maps#viewmap::23f3b195-d111-449c-afdc-1dab33556c20
AR,2020,4,congress,AR 2020 Congressional,AR 2020 Congressional,1db11e90-c162-4363-847c-a0d34a8864e8,NA,NA,https://davesredistricting.org/maps#viewmap::1db11e90-c162-4363-847c-a0d34a8864e8
AR,2020,100,lower,AR 2020 State House,AR 2020 State House,5ae54dad-eff3-4691-a70a-93a6c4c7d54f,NA,NA,https://davesredistricting.org/maps#viewmap::5ae54dad-eff3-4691-a70a-93a6c4c7d54f
AR,2020,35,upper,AR 2020 State Senate,AR 2020 State Senate,675350c0-88b5-4e21-bc75-72ebd663f484,NA,NA,https://davesredistricting.org/maps#viewmap::675350c0-88b5-4e21-bc75-72ebd663f484
AR,2022,4,congress,AR 2022 Congressional,AR 2022 Congressional,fa3434ec-4f52-48de-947b-5998b6937bf0,NA,NA,https://davesredistricting.org/maps#viewmap::fa3434ec-4f52-48de-947b-5998b6937bf0
AR,2022,100,lower,AR 2022 State House,AR 2022 State House,583730d5-1254-4dca-8f73-850940804307,NA,NA,https://davesredistricting.org/maps#viewmap::583730d5-1254-4dca-8f73-850940804307
AR,2022,35,upper,AR 2022 State Senate,AR 2022 State Senate,083cee53-0d0c-43af-ace1-863ccd3a2fe5,NA,NA,https://davesredistricting.org/maps#viewmap::083cee53-0d0c-43af-ace1-863ccd3a2fe5
AZ,115,9,congress,Districts for the 116th US Congress,AZ 116th Congressional,411b45cb-5c12-471e-afe2-9440225624b4,58ded7ee-cbc5-4044-9617-17e10c24f19d.png,NA,https://davesredistricting.org/maps#viewmap::411b45cb-5c12-471e-afe2-9440225624b4
AZ,116,9,congress,Districts for the 116th US Congress,AZ 116th Congressional,411b45cb-5c12-471e-afe2-9440225624b4,58ded7ee-cbc5-4044-9617-17e10c24f19d.png,NA,https://davesredistricting.org/maps#viewmap::411b45cb-5c12-471e-afe2-9440225624b4
AZ,2018,30,lower,Districts for the 2018 Upper State House,AZ 2018 Upper State House,8c641e70-cbc1-43cd-9458-4fcba1481c08,cf407c86-8a24-4533-b997-dfe42c306e91.png,NA,https://davesredistricting.org/maps#viewmap::8c641e70-cbc1-43cd-9458-4fcba1481c08
AZ,2018,30,upper,Districts for the 2018 Upper State House,AZ 2018 Upper State House,8c641e70-cbc1-43cd-9458-4fcba1481c08,cf407c86-8a24-4533-b997-dfe42c306e91.png,NA,https://davesredistricting.org/maps#viewmap::8c641e70-cbc1-43cd-9458-4fcba1481c08
AZ,2020,9,congress,AZ 2020 Congressional,AZ 2020 Congressional,283ef00f-9b80-4547-984f-74c25f554eef,NA,NA,https://davesredistricting.org/maps#viewmap::283ef00f-9b80-4547-984f-74c25f554eef
AZ,2020,30,upper,AZ 2020 State Legislatures,AZ 2020 State Legislatures,315552d3-98d9-4f42-a421-e8a25bc3de17,NA,NA,https://davesredistricting.org/maps#viewmap::315552d3-98d9-4f42-a421-e8a25bc3de17
AZ,2022,9,congress,AZ 2022 Congressional,AZ 2022 Congressional,4ee8ecf2-14b7-4a8d-99bc-82fa633a9305,NA,NA,https://davesredistricting.org/maps#viewmap::4ee8ecf2-14b7-4a8d-99bc-82fa633a9305
AZ,2022,30,upper,AZ 2022 State Legislature,AZ 2022 State Legislature,72e34ca5-9ae1-4ddd-96f0-697bd261294e,NA,NA,https://davesredistricting.org/maps#viewmap::72e34ca5-9ae1-4ddd-96f0-697bd261294e
CA,115,53,congress,,CA 116th Congressional,49552eb5-eb2b-4d2b-b3f3-7fb4479039dd,ad21f8d0-e6f4-45b8-9856-a337fffae6db.png,NA,https://davesredistricting.org/maps#viewmap::49552eb5-eb2b-4d2b-b3f3-7fb4479039dd
CA,116,53,congress,,CA 116th Congressional,49552eb5-eb2b-4d2b-b3f3-7fb4479039dd,ad21f8d0-e6f4-45b8-9856-a337fffae6db.png,NA,https://davesredistricting.org/maps#viewmap::49552eb5-eb2b-4d2b-b3f3-7fb4479039dd
CA,2018,80,lower,Districts for the 2018 Lower State House,CA 2018 Lower State House,c117a92d-7b7f-4c93-9d31-8e9b023aacbc,1993b868-f413-4cb8-ab7a-55c4f6386977.png,NA,https://davesredistricting.org/maps#viewmap::c117a92d-7b7f-4c93-9d31-8e9b023aacbc
CA,2018,40,upper,Districts for the 2018 Upper State House,CA 2018 Upper State House,384d098d-13bf-464d-ac2d-8691804542b6,2e2d7063-3a91-4fcc-b1d7-8be4ae85867c.png,NA,https://davesredistricting.org/maps#viewmap::384d098d-13bf-464d-ac2d-8691804542b6
CA,2020,53,congress,CA 2020 Congressional,CA 2020 Congressional,d6ccadfa-243e-4ecc-9bb2-716b3f82afee,NA,NA,https://davesredistricting.org/maps#viewmap::d6ccadfa-243e-4ecc-9bb2-716b3f82afee
CA,2020,80,lower,CA 2020 State House,CA 2020 State House,c16e04b6-9e99-4be2-bbc7-b37713c0b4a6,NA,NA,https://davesredistricting.org/maps#viewmap::c16e04b6-9e99-4be2-bbc7-b37713c0b4a6
CA,2020,40,upper,CA 2020 State Senate,CA 2020 State Senate,4767f8bd-f938-4f8b-873a-5f52add3985d,NA,NA,https://davesredistricting.org/maps#viewmap::4767f8bd-f938-4f8b-873a-5f52add3985d
CA,2022,52,congress,CA 2022 Congressional,CA 2022 Congressional,fc9d2d06-7c7f-451c-92cb-122127a79c29,NA,NA,https://davesredistricting.org/maps#viewmap::fc9d2d06-7c7f-451c-92cb-122127a79c29
CA,2022,80,lower,CA 2022 State House,CA 2022 State House,43cea5ab-ef0a-4946-b3e2-c3f2aaf73cf1,NA,NA,https://davesredistricting.org/maps#viewmap::43cea5ab-ef0a-4946-b3e2-c3f2aaf73cf1
CA,2022,40,upper,CA 2022 State Senate,CA 2022 State Senate,f0a4ed9d-205f-4122-abab-fa3c75b6b050,NA,NA,https://davesredistricting.org/maps#viewmap::f0a4ed9d-205f-4122-abab-fa3c75b6b050
CA,2026,52,congress,CA 2026 Congressional,CA 2026 Congressional,9ba47178-511a-4c42-889f-aa4eeda01df6,NA,NA,https://davesredistricting.org/maps#viewmap::9ba47178-511a-4c42-889f-aa4eeda01df6
CO,115,7,congress,Districts for the 116th US Congress,CO 116th Congressional,8db12fcc-9d2d-4305-8766-505d5fe93d81,9308c545-6e23-4b04-852a-1872578a3b8d.png,NA,https://davesredistricting.org/maps#viewmap::8db12fcc-9d2d-4305-8766-505d5fe93d81
CO,116,7,congress,Districts for the 116th US Congress,CO 116th Congressional,8db12fcc-9d2d-4305-8766-505d5fe93d81,9308c545-6e23-4b04-852a-1872578a3b8d.png,NA,https://davesredistricting.org/maps#viewmap::8db12fcc-9d2d-4305-8766-505d5fe93d81
CO,2018,65,lower,Districts for the 2018 Lower State House,CO 2018 Lower State House,23e50f87-b194-4dd7-89c9-c166ebd69eb2,7530ce4a-0209-43ea-80a4-ea866e8bc49b.png,NA,https://davesredistricting.org/maps#viewmap::23e50f87-b194-4dd7-89c9-c166ebd69eb2
CO,2018,35,upper,Districts for the 2018 Upper State House,CO 2018 Upper State House,d8bc1a66-0ecc-4cf1-8e35-eb5d615aad3c,048e95e6-1711-4cdd-a483-b253327294d8.png,NA,https://davesredistricting.org/maps#viewmap::d8bc1a66-0ecc-4cf1-8e35-eb5d615aad3c
CO,2020,7,congress,CO 2020 Congressional,CO 2020 Congressional,22b4dc91-5c29-4d11-a408-108feda65390,NA,NA,https://davesredistricting.org/maps#viewmap::22b4dc91-5c29-4d11-a408-108feda65390
CO,2020,65,lower,CO 2020 State House,CO 2020 State House,89ac698a-6544-401f-95ba-29d3f2451c7a,NA,NA,https://davesredistricting.org/maps#viewmap::89ac698a-6544-401f-95ba-29d3f2451c7a
CO,2020,35,upper,CO 2020 State Senate,CO 2020 State Senate,fc463936-d190-4975-b95c-18a59a899747,NA,NA,https://davesredistricting.org/maps#viewmap::fc463936-d190-4975-b95c-18a59a899747
CO,2022,8,congress,CO 2022 Congressional,CO 2022 Congressional,39f44408-23f7-439d-b7eb-923da58b63df,NA,NA,https://davesredistricting.org/maps#viewmap::39f44408-23f7-439d-b7eb-923da58b63df
CO,2022,65,lower,CO 2022 State House,CO 2022 State House,dee1f8ad-23c1-497b-859c-6d1a9293bbd5,NA,NA,https://davesredistricting.org/maps#viewmap::dee1f8ad-23c1-497b-859c-6d1a9293bbd5
CO,2022,35,upper,CO 2022 State Senate,CO 2022 State Senate,9b5ec272-1fba-4a7a-ac6c-f2dcb4c6d0ae,NA,NA,https://davesredistricting.org/maps#viewmap::9b5ec272-1fba-4a7a-ac6c-f2dcb4c6d0ae
CT,115,5,congress,Districts for the 116th US Congress,CT 116th Congressional,aba6596c-99e3-4af9-8c6f-b0d67b9efbd6,88a22c60-6801-4330-9cc5-a57b5837e2a5.png,NA,https://davesredistricting.org/maps#viewmap::aba6596c-99e3-4af9-8c6f-b0d67b9efbd6
CT,116,5,congress,Districts for the 116th US Congress,CT 116th Congressional,aba6596c-99e3-4af9-8c6f-b0d67b9efbd6,88a22c60-6801-4330-9cc5-a57b5837e2a5.png,NA,https://davesredistricting.org/maps#viewmap::aba6596c-99e3-4af9-8c6f-b0d67b9efbd6
CT,2018,151,lower,Districts for the 2018 Lower State House,CT 2018 Lower State House,5b10f7f3-017d-4ec8-8750-e1011badc02d,a986a28d-5ca8-4f6d-9f68-dd890886bcac.png,NA,https://davesredistricting.org/maps#viewmap::5b10f7f3-017d-4ec8-8750-e1011badc02d
CT,2018,36,upper,Districts for the 2018 Upper State House,CT 2018 Upper State House,dfa5bc60-e914-4e81-a2d4-9aa6adc17950,98ad7d58-7533-43f0-9a07-fafea059c944.png,NA,https://davesredistricting.org/maps#viewmap::dfa5bc60-e914-4e81-a2d4-9aa6adc17950
CT,2020,5,congress,CT 2020 Congressional,CT 2020 Congressional,94bd0713-6e46-4041-9eca-75265455c49f,NA,NA,https://davesredistricting.org/maps#viewmap::94bd0713-6e46-4041-9eca-75265455c49f
CT,2020,151,lower,CT 2020 State House,CT 2020 State House,d667a31e-a2c1-45f7-ad27-73250e674679,NA,NA,https://davesredistricting.org/maps#viewmap::d667a31e-a2c1-45f7-ad27-73250e674679
CT,2020,36,upper,CT 2020 State Senate,CT 2020 State Senate,458c5cf5-f54e-42b4-b8f5-0aa2e2de2721,NA,NA,https://davesredistricting.org/maps#viewmap::458c5cf5-f54e-42b4-b8f5-0aa2e2de2721
CT,2022,5,congress,CT 2022 Congressional,CT 2022 Congressional,707f203c-ce98-4de8-b150-a2605136e015,NA,NA,https://davesredistricting.org/maps#viewmap::707f203c-ce98-4de8-b150-a2605136e015
CT,2022,151,lower,CT 2022 State House,CT 2022 State House,2e38109d-9987-46e3-9ff0-dd6c3caa59e8,NA,NA,https://davesredistricting.org/maps#viewmap::2e38109d-9987-46e3-9ff0-dd6c3caa59e8
CT,2022,36,upper,CT 2022 State Senate,CT 2022 State Senate,fc9e83c0-59e2-4dea-b0cf-d2fff1c0b8a3,NA,NA,https://davesredistricting.org/maps#viewmap::fc9e83c0-59e2-4dea-b0cf-d2fff1c0b8a3
DE,2018,41,lower,Districts for the 2018 Lower State House,DE 2018 Lower State House,26b3aa65-eb6f-4af9-a5f7-039528942d20,7cabf8b0-abd0-4cb7-8717-ca04bc9229c6.png,NA,https://davesredistricting.org/maps#viewmap::26b3aa65-eb6f-4af9-a5f7-039528942d20
DE,2018,21,upper,Districts for the 2018 Upper State House,DE 2018 Upper State House,c1407133-974b-4f42-aac5-0507a57c74b5,ac4ac48c-e586-4a60-9cb0-f91c114c5f55.png,NA,https://davesredistricting.org/maps#viewmap::c1407133-974b-4f42-aac5-0507a57c74b5
DE,2020,41,lower,DE 2020 State House,DE 2020 State House,6c396af4-564d-477b-841a-9c0b055f74d4,NA,NA,https://davesredistricting.org/maps#viewmap::6c396af4-564d-477b-841a-9c0b055f74d4
DE,2020,21,upper,DE 2020 State Senate,DE 2020 State Senate,c4d257ff-1d98-4901-b720-d50254dbb792,NA,NA,https://davesredistricting.org/maps#viewmap::c4d257ff-1d98-4901-b720-d50254dbb792
DE,2022,41,lower,DE 2022 State House,DE 2022 State House,f3acc27c-28b6-4e3a-a3f3-f5027ab59466,NA,NA,https://davesredistricting.org/maps#viewmap::f3acc27c-28b6-4e3a-a3f3-f5027ab59466
DE,2022,21,upper,DE 2022 State Senate,DE 2022 State Senate,735ff37c-3bd7-4a57-8961-b3ebf6c079f0,NA,NA,https://davesredistricting.org/maps#viewmap::735ff37c-3bd7-4a57-8961-b3ebf6c079f0
FL,115,27,congress,Districts for the 116th US Congress,FL 116th Congressional,7d61faa0-1353-4a5c-967f-1cec59cc8f55,808b35af-1ee3-48ea-bdf2-5ea15db74e20.png,NA,https://davesredistricting.org/maps#viewmap::7d61faa0-1353-4a5c-967f-1cec59cc8f55
FL,116,27,congress,Districts for the 116th US Congress,FL 116th Congressional,7d61faa0-1353-4a5c-967f-1cec59cc8f55,808b35af-1ee3-48ea-bdf2-5ea15db74e20.png,NA,https://davesredistricting.org/maps#viewmap::7d61faa0-1353-4a5c-967f-1cec59cc8f55
FL,2018,120,lower,Districts for the 2018 Lower State House,FL 2018 Lower State House,0cdef6da-77c9-4d74-bfed-7905acdd875e,27de1973-2ce7-41d5-b7a4-b7e30c9d2117.png,NA,https://davesredistricting.org/maps#viewmap::0cdef6da-77c9-4d74-bfed-7905acdd875e
FL,2018,40,upper,Districts for the 2018 Upper State House,FL 2018 Upper State House,82698093-33d3-46d2-ab17-8c83d84a626a,a2dc9a42-0790-4e98-8d19-305f7aebd0ef.png,NA,https://davesredistricting.org/maps#viewmap::82698093-33d3-46d2-ab17-8c83d84a626a
FL,2020,27,congress,FL 2020 Congressional,FL 2020 Congressional,96dd2bb5-d35c-4bbe-a28e-f798072e0983,NA,NA,https://davesredistricting.org/maps#viewmap::96dd2bb5-d35c-4bbe-a28e-f798072e0983
